star_id,y_star,score_max,score_top10mean
EPIC_212116151,0,0.21448731,0.1998368501663208
EPIC_212116234,0,0.2452327,0.1645990014076233
EPIC_212116238,0,0.22114787,0.19560828804969788
EPIC_212116281,0,0.21775803,0.20459313690662384
EPIC_212116318,0,0.21866418,0.2042076140642166
EPIC_212116340,0,0.19019853,0.18368485569953918
EPIC_212116476,0,0.20883241,0.1924402117729187
EPIC_212116500,0,0.22267514,0.19921943545341492
EPIC_212116517,0,0.23738718,0.17866981029510498
EPIC_212116574,1,0.24694711,0.21500281989574432
EPIC_212116595,0,0.24838309,0.21264716982841492
EPIC_212116647,0,0.22091557,0.19561535120010376
EPIC_212116680,0,0.29008827,0.2363041341304779
EPIC_212116681,0,0.26422295,0.22254768013954163
EPIC_212116735,1,0.24094081,0.20775869488716125
EPIC_212116747,0,0.24538335,0.19515123963356018
EPIC_212116788,0,0.24398285,0.20379893481731415
EPIC_212116899,0,0.23844926,0.21098272502422333
EPIC_212116962,0,0.24175872,0.20433993637561798
EPIC_212116972,0,0.2484018,0.22515077888965607
EPIC_212117011,1,0.25077483,0.2126791924238205
EPIC_212117020,0,0.227388,0.20697243511676788
EPIC_212117039,0,0.19794855,0.1793440282344818
EPIC_212117085,0,0.22381637,0.20454585552215576
EPIC_212117124,0,0.27202147,0.23174278438091278
EPIC_212117147,0,0.22620109,0.19623684883117676
EPIC_212117162,1,0.27137327,0.24224796891212463
EPIC_212117285,0,0.27236927,0.23861947655677795
EPIC_212117317,0,0.250476,0.2151491641998291
EPIC_212117331,0,0.2556138,0.221669003367424
EPIC_212117357,0,0.18667226,0.15752680599689484
EPIC_212117360,0,0.2556598,0.23121146857738495
EPIC_212117438,0,0.25814143,0.21076388657093048
EPIC_212117448,0,0.23601222,0.20452944934368134
EPIC_212117568,0,0.1601557,0.13108132779598236
EPIC_212117617,0,0.26946568,0.24530108273029327
EPIC_212117621,0,0.25800103,0.2062217742204666
EPIC_212117640,0,0.23399311,0.21960893273353577
EPIC_212117659,0,0.2269017,0.19807687401771545
EPIC_212117702,1,0.29026526,0.2618238627910614
EPIC_212117708,0,0.2926367,0.23756983876228333
EPIC_212117829,0,0.24849659,0.2177266776561737
EPIC_212117869,0,0.21184552,0.17857424914836884
EPIC_212117874,0,0.28016073,0.25721460580825806
EPIC_212117908,0,0.22234753,0.17803525924682617
EPIC_212117924,0,0.2685235,0.22317436337471008
EPIC_212117960,0,0.22752884,0.20146682858467102
EPIC_212118049,0,0.2922172,0.23268263041973114
EPIC_212118086,0,0.25516167,0.21114405989646912
EPIC_212118108,1,0.20362726,0.18334636092185974
EPIC_212118130,0,0.23099491,0.19080767035484314
EPIC_212118139,0,0.25318164,0.22520741820335388
EPIC_212118143,0,0.231825,0.20396943390369415
EPIC_212118311,1,0.2539727,0.19569401443004608
EPIC_212118339,0,0.20861228,0.18855294585227966
EPIC_212118357,0,0.20291553,0.17543300986289978
EPIC_212118469,0,0.22019078,0.19087105989456177
EPIC_212118491,0,0.26607308,0.18182197213172913
EPIC_212118494,0,0.25462922,0.2087421417236328
EPIC_212118534,0,0.23964243,0.2063077688217163
EPIC_212118622,0,0.2794122,0.2299187183380127
EPIC_212118645,0,0.25159645,0.2083398401737213
EPIC_212118740,0,0.2614178,0.2273005247116089
EPIC_212118834,0,0.2740232,0.22577789425849915
EPIC_212118848,1,0.23377353,0.21912038326263428
EPIC_212118855,0,0.19397485,0.12947873771190643
EPIC_212118899,0,0.24712469,0.21169403195381165
EPIC_212118932,0,0.23760328,0.2060876190662384
EPIC_212118957,0,0.21388696,0.2024499475955963
EPIC_212119012,0,0.20283833,0.1556328386068344
EPIC_212119026,0,0.18292154,0.16361752152442932
EPIC_212119054,0,0.2624536,0.2347685545682907
EPIC_212119056,0,0.19241229,0.1826864778995514
EPIC_212119062,0,0.24463473,0.20139861106872559
EPIC_212119063,0,0.2390451,0.223397895693779
EPIC_212119114,0,0.2292045,0.21437498927116394
EPIC_212119116,1,0.20887119,0.1943650245666504
EPIC_212119244,0,0.21751744,0.1966310739517212
EPIC_212119259,0,0.25804868,0.2301768809556961
EPIC_212119288,0,0.21966246,0.1938808113336563
EPIC_212119372,0,0.21237658,0.19083189964294434
EPIC_212119523,0,0.21714567,0.18522503972053528
EPIC_212119561,0,0.2366446,0.2152712643146515
EPIC_212119741,0,0.21483982,0.18803273141384125
EPIC_212119777,0,0.20309155,0.16479209065437317
EPIC_212119781,1,0.24379744,0.2125588357448578
EPIC_212119822,1,0.26650596,0.23352546989917755
EPIC_212119851,1,0.24654463,0.2040301114320755
EPIC_212119881,0,0.26110965,0.22907185554504395
EPIC_212119889,1,0.22904857,0.2078499048948288
EPIC_212119899,1,0.22682382,0.21351566910743713
EPIC_212119949,0,0.2502764,0.23168501257896423
EPIC_212119975,1,0.23279357,0.2042035162448883
EPIC_212120051,1,0.2818809,0.24014830589294434
EPIC_212120135,1,0.2824395,0.2620834708213806
EPIC_212120219,1,0.21989693,0.20943550765514374
EPIC_212120235,0,0.24267678,0.21698804199695587
EPIC_212120283,1,0.23512073,0.20482978224754333
EPIC_212120297,0,0.19498888,0.17547371983528137
EPIC_212120301,0,0.18536672,0.1705465465784073
EPIC_212120319,0,0.22612362,0.20199620723724365
EPIC_212120343,0,0.18756357,0.1641848087310791
EPIC_212120355,0,0.17864718,0.16253073513507843
EPIC_212120395,0,0.20491557,0.19019171595573425
EPIC_212120407,0,0.24511828,0.22118115425109863
EPIC_212120476,0,0.22121134,0.18563009798526764
EPIC_212120537,0,0.23187694,0.18535898625850677
EPIC_212120568,0,0.26603955,0.21999993920326233
EPIC_212120625,0,0.25473598,0.21879473328590393
EPIC_212120688,0,0.24481462,0.2133701741695404
EPIC_212120773,0,0.23934771,0.218205064535141
EPIC_212120788,0,0.2209948,0.19665645062923431
EPIC_212120805,0,0.22923619,0.19272592663764954
EPIC_212120842,1,0.26360855,0.22342422604560852
EPIC_212120875,0,0.24206437,0.21091440320014954
EPIC_212120904,1,0.21021342,0.19801929593086243
EPIC_212121027,0,0.22958314,0.19867292046546936
EPIC_212121068,0,0.26071998,0.23382961750030518
EPIC_212121121,0,0.2518315,0.2334272861480713
EPIC_212121127,0,0.23943491,0.21405701339244843
EPIC_212121145,0,0.26446497,0.22822681069374084
EPIC_212121184,0,0.25183874,0.2306077480316162
EPIC_212121205,0,0.26054308,0.23300126194953918
EPIC_212121211,0,0.22592904,0.19537580013275146
EPIC_212121218,0,0.2752655,0.2245977222919464
EPIC_212121239,0,0.21351622,0.2016047239303589
EPIC_212121253,0,0.13095407,0.11042889207601547
EPIC_212121259,1,0.30289096,0.24150297045707703
EPIC_212121350,0,0.20849383,0.18170759081840515
EPIC_212121401,0,0.23864271,0.21379275619983673
EPIC_212121414,0,0.2213956,0.19858410954475403
EPIC_212121416,0,0.17103636,0.1439339518547058
EPIC_212121477,1,0.24891213,0.19491854310035706
EPIC_212121500,1,0.21702476,0.18440091609954834
EPIC_212121537,0,0.25176626,0.22708578407764435
EPIC_212121740,0,0.27384195,0.22757478058338165
EPIC_212121868,1,0.23747377,0.2173440158367157
EPIC_212121904,1,0.24949989,0.21955981850624084
EPIC_212121912,0,0.25384608,0.20879530906677246
EPIC_212121993,1,0.2175067,0.17030957341194153
EPIC_212122349,1,0.18712974,0.1622762680053711
EPIC_212122395,0,0.22141047,0.20806407928466797
EPIC_212122411,0,0.20042239,0.17701543867588043
EPIC_212122422,0,0.25122538,0.20572546124458313
EPIC_212122512,0,0.22793843,0.19660165905952454
EPIC_212122525,0,0.20082153,0.1855246126651764
EPIC_212122623,0,0.25904092,0.22138015925884247
EPIC_212122752,1,0.25719374,0.21778805553913116
EPIC_212122838,0,0.22945514,0.1876666247844696
EPIC_212123086,0,0.27417085,0.21994511783123016
EPIC_212123153,0,0.24817668,0.22560636699199677
EPIC_212123217,0,0.24138334,0.20689985156059265
EPIC_212123262,1,0.22159362,0.19562853872776031
EPIC_212123277,0,0.24528857,0.22755233943462372
EPIC_212123353,0,0.24801634,0.1911228746175766
EPIC_212123393,0,0.17840813,0.13151438534259796
EPIC_212123414,0,0.22893903,0.1968192458152771
EPIC_212123416,0,0.24991348,0.203436017036438
EPIC_212123442,1,0.24762762,0.22355076670646667
EPIC_212123483,1,0.23918357,0.21920613944530487
EPIC_212123595,0,0.18320249,0.15335015952587128
EPIC_212123678,1,0.21713322,0.19851407408714294
EPIC_212123991,0,0.22398365,0.1694203019142151
EPIC_212124100,0,0.2475954,0.1892651468515396
EPIC_212124109,0,0.21022029,0.19059281051158905
EPIC_212124395,0,0.24814714,0.22511744499206543
EPIC_212124437,0,0.2243664,0.21311204135417938
EPIC_212124469,0,0.20167404,0.15597017109394073
EPIC_212124525,0,0.22164232,0.14459136128425598
EPIC_212124727,0,0.2296916,0.19086036086082458
EPIC_212124760,0,0.24077791,0.22110608220100403
EPIC_212124770,0,0.23424655,0.2006467878818512
EPIC_212124839,0,0.26383206,0.22952449321746826
EPIC_212124888,0,0.22310902,0.16742905974388123
EPIC_212124889,0,0.24977678,0.22760777175426483
EPIC_212124988,0,0.20076567,0.17615056037902832
EPIC_212125049,1,0.24370708,0.21619300544261932
EPIC_212125097,0,0.26110458,0.22507810592651367
EPIC_212125274,0,0.24789405,0.20538553595542908
EPIC_212125807,1,0.23605078,0.2086109220981598
EPIC_212125935,0,0.2536811,0.19931423664093018
EPIC_212126314,0,0.23624776,0.2183103859424591
EPIC_212126323,1,0.24736181,0.20790953934192657
EPIC_212126401,0,0.2397248,0.21505925059318542
EPIC_212126418,0,0.24052311,0.2179381549358368
EPIC_212126604,0,0.26818913,0.23417313396930695
EPIC_212126791,1,0.24175468,0.22668969631195068
EPIC_212126889,1,0.2574074,0.22351650893688202
EPIC_212127059,0,0.23011735,0.20901453495025635
EPIC_212127087,0,0.23471153,0.19294407963752747
EPIC_212127095,0,0.23897934,0.20256304740905762
EPIC_212127137,0,0.14290379,0.11820284277200699
EPIC_212127404,0,0.22558041,0.2026277482509613
EPIC_212127525,0,0.22614905,0.20432420074939728
EPIC_212127575,0,0.2688822,0.2389727383852005
EPIC_212127626,0,0.22317113,0.19737952947616577
EPIC_212127769,0,0.21769696,0.17782242596149445
EPIC_212127897,0,0.26794344,0.21847788989543915
EPIC_212127997,0,0.23353615,0.21009846031665802
EPIC_212128011,0,0.28518352,0.23778817057609558
EPIC_212128175,0,0.25812474,0.21212522685527802
EPIC_212128500,1,0.20109855,0.19361993670463562
EPIC_212128506,0,0.21815334,0.20423777401447296
EPIC_212128520,0,0.23503605,0.2148788720369339
EPIC_212128548,0,0.12777132,0.0885530561208725
EPIC_212128580,0,0.25335908,0.2208729237318039
EPIC_212128753,1,0.19852147,0.17560452222824097
EPIC_212128756,0,0.24422622,0.22036364674568176
EPIC_212128851,0,0.2235951,0.1978527009487152
EPIC_212129068,0,0.25333187,0.23022031784057617
EPIC_212129069,0,0.22964743,0.18788938224315643
EPIC_212129124,0,0.19897094,0.17524386942386627
EPIC_212129192,1,0.21482994,0.18556945025920868
EPIC_212129290,0,0.2657004,0.2367570400238037
EPIC_212129322,0,0.25601494,0.23322315514087677
EPIC_212129404,0,0.17505936,0.16488882899284363
EPIC_212129426,0,0.24615712,0.2136039435863495
EPIC_212129495,0,0.21282367,0.1947067677974701
EPIC_212129540,0,0.24037482,0.20859715342521667
EPIC_212129553,1,0.23492911,0.20617637038230896
EPIC_212129603,0,0.23198514,0.20721104741096497
EPIC_212129725,0,0.23414505,0.1713865101337433
EPIC_212129784,0,0.2387806,0.21229830384254456
EPIC_212129785,0,0.22301657,0.20309844613075256
EPIC_212129791,0,0.22503804,0.21182656288146973
EPIC_212129797,0,0.23083884,0.2155478447675705
EPIC_212129803,0,0.28410837,0.2497469186782837
EPIC_212129854,1,0.2515305,0.22546596825122833
EPIC_212129880,0,0.23578283,0.20171387493610382
EPIC_212129946,1,0.21787971,0.19888845086097717
EPIC_212129951,0,0.25130546,0.21204030513763428
EPIC_212130058,1,0.23937955,0.2170868217945099
EPIC_212130112,0,0.2613786,0.21639510989189148
EPIC_212130167,0,0.27378199,0.2549360692501068
EPIC_212130193,0,0.21438788,0.19265972077846527
EPIC_212130197,1,0.22983867,0.2150081843137741
EPIC_212130211,0,0.21587299,0.18347354233264923
EPIC_212130257,0,0.21839334,0.19823019206523895
EPIC_212130316,0,0.25042975,0.21626849472522736
EPIC_212130328,0,0.23556174,0.2115393579006195
EPIC_212130380,0,0.2390505,0.1448708474636078
EPIC_212130405,0,0.22364396,0.18030445277690887
EPIC_212130468,0,0.20388865,0.17537438869476318
EPIC_212130469,0,0.2316887,0.203301340341568
EPIC_212130532,0,0.22313444,0.21307280659675598
EPIC_212130638,0,0.2667058,0.23133894801139832
EPIC_212130671,0,0.26307952,0.22896961867809296
EPIC_212130698,1,0.26203138,0.21941539645195007
EPIC_212130717,0,0.19956337,0.1774289757013321
EPIC_212130755,0,0.27253523,0.24606600403785706
EPIC_212130761,0,0.25535762,0.2206983119249344
EPIC_212130773,0,0.26345915,0.23706583678722382
EPIC_212130800,1,0.27034527,0.2229323387145996
EPIC_212130805,0,0.2188607,0.20092728734016418
EPIC_212130814,1,0.23748805,0.19834445416927338
EPIC_212130875,0,0.26633912,0.22104378044605255
EPIC_212130879,0,0.27301177,0.22168457508087158
EPIC_212130896,0,0.25469223,0.235699862241745
EPIC_212130922,1,0.2607916,0.21928231418132782
EPIC_212130982,0,0.11651112,0.10914919525384903
EPIC_212130995,0,0.24257077,0.21122416853904724
EPIC_212131000,0,0.19729239,0.1418096125125885
EPIC_212131001,1,0.20503765,0.17690782248973846
EPIC_212131004,0,0.25116217,0.19282233715057373
EPIC_212131016,0,0.21138558,0.19458386301994324
EPIC_212131067,0,0.21392538,0.1973351091146469
EPIC_212131093,0,0.22687064,0.21206514537334442
EPIC_212131114,1,0.25083873,0.20959976315498352
EPIC_212131143,0,0.1955736,0.17385953664779663
EPIC_212131150,0,0.23484235,0.21355518698692322
EPIC_212131156,0,0.21972474,0.19971373677253723
EPIC_212131225,0,0.25589663,0.21578356623649597
EPIC_212131226,1,0.22356513,0.19880124926567078
EPIC_212131266,0,0.25647917,0.24546203017234802
EPIC_212131320,0,0.2913232,0.2378443479537964
EPIC_212131404,0,0.28260872,0.2076117992401123
EPIC_212131429,0,0.29043096,0.23586221039295197
EPIC_212131450,0,0.22473721,0.20274755358695984
EPIC_212131462,0,0.23102273,0.2129792720079422
EPIC_212131533,0,0.22753935,0.20764701068401337
EPIC_212131548,0,0.21571009,0.19139139354228973
EPIC_212131596,0,0.2385222,0.21642561256885529
EPIC_212131609,1,0.2605256,0.23468828201293945
EPIC_212131621,0,0.15909421,0.14994589984416962
EPIC_212131625,0,0.2507176,0.22549434006214142
EPIC_212131653,0,0.25972223,0.21709999442100525
EPIC_212131684,0,0.2310044,0.19770590960979462
EPIC_212131692,0,0.2542218,0.18050378561019897
EPIC_212131722,0,0.23095387,0.21823008358478546
EPIC_212131808,1,0.22033341,0.1492539346218109
EPIC_212131831,0,0.2590408,0.20854684710502625
EPIC_212131861,0,0.23738307,0.22514347732067108
EPIC_212131868,0,0.18285553,0.12778356671333313
EPIC_212131927,1,0.26545355,0.23882415890693665
EPIC_212131930,0,0.28306666,0.23441772162914276
EPIC_212131956,0,0.18959133,0.16553285717964172
EPIC_212131959,0,0.22196466,0.18180963397026062
EPIC_212131983,1,0.23931979,0.20226868987083435
EPIC_212132002,0,0.24692677,0.21115128695964813
EPIC_212132026,0,0.26849082,0.2453361302614212
EPIC_212132034,0,0.22416008,0.1901150494813919
EPIC_212132092,0,0.21427599,0.1272622048854828
EPIC_212132195,0,0.22496222,0.19156160950660706
EPIC_212132265,0,0.27195024,0.21905656158924103
EPIC_212132267,0,0.2507746,0.20482578873634338
EPIC_212132309,0,0.23667282,0.197363942861557
EPIC_212132346,0,0.24018551,0.1954316794872284
EPIC_212132358,0,0.2205864,0.2032666951417923
EPIC_212132360,0,0.24817772,0.22066538035869598
EPIC_212132376,1,0.2881702,0.1715393364429474
EPIC_212132514,0,0.23815969,0.21730001270771027
EPIC_212132538,0,0.24977718,0.2114342451095581
EPIC_212132657,0,0.27282715,0.23763175308704376
EPIC_212132725,0,0.20691305,0.18624591827392578
EPIC_212132736,0,0.20474522,0.15839055180549622
EPIC_212132770,0,0.23355272,0.18477390706539154
EPIC_212132774,0,0.21009919,0.18512722849845886
EPIC_212132827,0,0.27718636,0.24046270549297333
EPIC_212132866,0,0.27688205,0.24252328276634216
EPIC_212132877,0,0.22499287,0.18953274190425873
EPIC_212132879,0,0.23463799,0.17730000615119934
EPIC_212133079,0,0.26710722,0.20865371823310852
EPIC_212133135,0,0.23020943,0.204605370759964
EPIC_212133146,1,0.2121587,0.19131562113761902
EPIC_212133159,0,0.25709808,0.2082928717136383
EPIC_212133188,0,0.18618977,0.1701621264219284
EPIC_212133190,0,0.24830751,0.1701756864786148
EPIC_212133268,0,0.2606328,0.22080352902412415
EPIC_212133283,0,0.2656749,0.2233094424009323
EPIC_212133384,0,0.20387569,0.1585514098405838
EPIC_212133388,0,0.26174957,0.22565796971321106
EPIC_212133517,0,0.24764943,0.215802863240242
EPIC_212133538,0,0.22745113,0.20467598736286163
EPIC_212133552,0,0.24426158,0.19882020354270935
EPIC_212133580,1,0.24093845,0.21620646119117737
EPIC_212133597,0,0.08354687,0.06150189787149429
EPIC_212133639,0,0.19483772,0.18053337931632996
EPIC_212133711,1,0.22013181,0.19757883250713348
EPIC_212133829,0,0.2346836,0.19718028604984283
EPIC_212133922,0,0.25085962,0.2192554920911789
EPIC_212134002,1,0.23313214,0.2089119702577591
EPIC_212134013,1,0.0034257174,0.0016275718808174133
EPIC_212134022,0,0.2798647,0.24926845729351044
EPIC_212134049,0,0.20003971,0.17401042580604553
EPIC_212134116,1,0.25897595,0.2086489200592041
EPIC_212134155,1,0.25908893,0.23267702758312225
EPIC_212134181,0,0.16711769,0.15209141373634338
EPIC_212134203,0,0.22683027,0.1998012363910675
EPIC_212134288,0,0.24651673,0.22337427735328674
EPIC_212134327,0,0.20981705,0.199735626578331
EPIC_212134424,0,0.24742849,0.22786283493041992
EPIC_212134428,0,0.22377421,0.17130707204341888
EPIC_212134454,0,0.2143868,0.1889675259590149
EPIC_212134547,0,0.23477076,0.21389123797416687
EPIC_212134557,1,0.06320076,0.054606515914201736
EPIC_212134595,0,0.2396993,0.21799509227275848
EPIC_212134630,0,0.20669062,0.15172335505485535
EPIC_212134640,1,0.22531894,0.20530684292316437
EPIC_212134648,1,0.26064464,0.21367792785167694
EPIC_212134681,0,0.2516479,0.1989603042602539
EPIC_212134757,0,0.1925645,0.16789518296718597
EPIC_212134759,1,0.17942668,0.12214165925979614
EPIC_212134819,0,0.26412964,0.23842982947826385
EPIC_212134835,1,0.21935388,0.19078412652015686
EPIC_212134862,0,0.10577114,0.09353751689195633
EPIC_212134865,0,0.21325459,0.17515483498573303
EPIC_212134869,0,0.23916902,0.2202509194612503
EPIC_212134922,0,0.18944171,0.17109037935733795
EPIC_212134948,1,0.23181923,0.20497021079063416
EPIC_212134953,0,0.21811767,0.18817731738090515
EPIC_212134983,0,0.1922765,0.17633262276649475
EPIC_212135004,0,0.18016316,0.16537001729011536
EPIC_212135024,0,0.15806903,0.13860587775707245
EPIC_212135053,1,0.22258137,0.20348075032234192
EPIC_212135083,0,0.26821917,0.24203786253929138
EPIC_212135195,0,0.21920863,0.20338937640190125
EPIC_212135209,0,0.2005637,0.1465826779603958
EPIC_212135218,0,0.24096325,0.21866507828235626
EPIC_212135219,0,0.20232487,0.16582366824150085
EPIC_212135227,0,0.2158351,0.1775471419095993
EPIC_212135247,0,0.26663178,0.20863565802574158
EPIC_212135250,0,0.19824517,0.15977200865745544
EPIC_212135284,0,0.25435805,0.2152537852525711
EPIC_212135305,0,0.22583608,0.2060834914445877
EPIC_212135307,1,0.251553,0.22230815887451172
EPIC_212135318,0,0.20739321,0.18413732945919037
EPIC_212135324,0,0.27913404,0.25295132398605347
EPIC_212135337,1,0.20340845,0.17334763705730438
EPIC_212135437,1,0.22172546,0.18734028935432434
EPIC_212135446,0,0.2279381,0.20431503653526306
EPIC_212135451,0,0.14971903,0.08944135904312134
EPIC_212135461,0,0.23744437,0.2192188799381256
EPIC_212135526,0,0.24377722,0.22404804825782776
EPIC_212135545,0,0.17723586,0.15554437041282654
EPIC_212135566,0,0.2069683,0.18507680296897888
EPIC_212135574,0,0.27585873,0.23454172909259796
EPIC_212135580,0,0.1906022,0.15439452230930328
EPIC_212135587,0,0.21136764,0.1922110617160797
EPIC_212135661,1,0.2258687,0.18782827258110046
EPIC_212135669,0,0.19193986,0.17373882234096527
EPIC_212135684,1,0.260553,0.22025752067565918
EPIC_212135702,0,0.20806257,0.13069047033786774
EPIC_212135788,0,0.19821584,0.16469955444335938
EPIC_212135887,0,0.23666318,0.18966320157051086
EPIC_212135941,0,0.2181901,0.20224249362945557
EPIC_212135965,0,0.23031257,0.19015803933143616
EPIC_212135992,1,0.15810145,0.12255992740392685
EPIC_212136032,1,0.25204712,0.20372168719768524
EPIC_212136077,0,0.21671173,0.19280749559402466
EPIC_212136080,0,0.23567547,0.21925994753837585
EPIC_212136123,0,0.21879083,0.19362886250019073
EPIC_212136170,0,0.22271413,0.1798606812953949
EPIC_212136180,1,0.20907615,0.14887197315692902
EPIC_212136189,0,0.18612441,0.17442400753498077
EPIC_212136221,0,0.26220176,0.23676733672618866
EPIC_212136238,0,0.22005664,0.16240233182907104
EPIC_212136244,0,0.2326946,0.21640069782733917
EPIC_212136331,0,0.23776464,0.21062390506267548
EPIC_212136340,0,0.20464581,0.1864808052778244
EPIC_212136407,1,0.25679326,0.17593424022197723
EPIC_212136433,0,0.20638207,0.1500960886478424
EPIC_212136459,0,0.24744013,0.15440398454666138
EPIC_212136469,0,0.23451358,0.2097017765045166
EPIC_212136482,0,0.20805454,0.19325385987758636
EPIC_212136520,0,0.22213197,0.19525466859340668
EPIC_212136538,0,0.20112094,0.1892528235912323
EPIC_212136544,0,0.32506475,0.29744216799736023
EPIC_212136588,0,0.23188345,0.2051582634449005
EPIC_212136615,1,0.1929399,0.17177852988243103
EPIC_212136619,0,0.21061417,0.16382749378681183
EPIC_212136659,0,0.2514244,0.21945874392986298
EPIC_212136672,0,0.19521117,0.17102870345115662
EPIC_212136682,0,0.27197602,0.2455512285232544
EPIC_212136714,0,0.22554474,0.1948697715997696
EPIC_212136783,0,0.22421798,0.2068721055984497
EPIC_212136807,1,0.203135,0.18769414722919464
EPIC_212136873,1,0.25330287,0.22610874474048615
EPIC_212136879,1,0.24931791,0.23139464855194092
EPIC_212136897,0,0.23353459,0.20658016204833984
EPIC_212136914,0,0.20785,0.18914809823036194
EPIC_212136967,1,0.2772248,0.21739360690116882
EPIC_212137008,0,0.25437927,0.2235545665025711
EPIC_212137047,0,0.24671647,0.21859483420848846
EPIC_212137115,0,0.24104172,0.22286835312843323
EPIC_212137133,0,0.21718475,0.1898413896560669
EPIC_212137136,0,0.23169397,0.2076432704925537
EPIC_212137150,0,0.2169189,0.20818451046943665
EPIC_212137235,0,0.20102276,0.1852920949459076
EPIC_212137239,0,0.23078881,0.21796278655529022
EPIC_212137243,0,0.23109326,0.16418656706809998
EPIC_212137251,0,0.24101599,0.22088317573070526
EPIC_212137266,0,0.21263605,0.19338646531105042
EPIC_212137270,1,0.23533535,0.22346706688404083
EPIC_212137274,0,0.21909238,0.1951536238193512
EPIC_212137284,0,0.2598902,0.2239164412021637
EPIC_212137314,0,0.14871688,0.13293816149234772
EPIC_212137316,1,0.1737879,0.16231469810009003
EPIC_212137360,1,0.23529959,0.2042645961046219
EPIC_212137378,0,0.24629195,0.20766368508338928
EPIC_212137435,0,0.22111072,0.20065340399742126
EPIC_212137461,1,0.21468286,0.1869993507862091
EPIC_212137494,0,0.2640554,0.22858348488807678
EPIC_212137496,1,0.24734497,0.2169436663389206
EPIC_212137502,0,0.24152464,0.2006368339061737
EPIC_212137516,0,0.23527877,0.21303518116474152
EPIC_212137526,0,0.23489143,0.20130813121795654
EPIC_212137539,0,0.24725492,0.21704845130443573
EPIC_212137554,0,0.2235781,0.20904329419136047
EPIC_212137611,1,0.25181526,0.21770226955413818
EPIC_212137697,1,0.24336822,0.22623416781425476
EPIC_212137737,0,0.2452251,0.2110743522644043
EPIC_212137753,1,0.2261247,0.19679975509643555
EPIC_212137767,0,0.1792935,0.13580411672592163
EPIC_212137779,0,0.24874096,0.18204523622989655
EPIC_212137802,1,0.24269864,0.2070433795452118
EPIC_212137838,0,0.07705794,0.06625798344612122
EPIC_212137985,1,0.20527138,0.18889564275741577
EPIC_212137988,0,0.2390996,0.1950400173664093
EPIC_212137989,0,0.24622352,0.21999318897724152
EPIC_212138039,0,0.23374864,0.20884671807289124
EPIC_212138043,0,0.23599944,0.20945625007152557
EPIC_212138088,0,0.2642993,0.22040143609046936
EPIC_212138095,1,0.25102663,0.23023708164691925
EPIC_212138118,0,0.22148803,0.18330776691436768
EPIC_212138138,1,0.2570477,0.2128792554140091
EPIC_212138181,0,0.2577293,0.23938417434692383
EPIC_212138198,0,0.21347967,0.19791531562805176
EPIC_212138224,0,0.2014111,0.17817844450473785
EPIC_212138247,1,0.20700675,0.1814473420381546
EPIC_212138253,0,0.22007729,0.19270727038383484
EPIC_212138308,1,0.22548565,0.21144387125968933
EPIC_212138312,0,0.25490546,0.16630300879478455
EPIC_212138336,0,0.22247787,0.1889982372522354
EPIC_212138365,0,0.2376904,0.2009391486644745
EPIC_212138374,0,0.2583611,0.22131624817848206
EPIC_212138434,0,0.20445207,0.19156579673290253
EPIC_212138476,1,0.24162178,0.21730272471904755
EPIC_212138481,0,0.22875074,0.1947963535785675
EPIC_212138484,0,0.21040681,0.18177156150341034
EPIC_212138495,0,0.20676824,0.1935165822505951
EPIC_212138500,1,0.25508803,0.24215035140514374
EPIC_212138511,1,0.2278415,0.20604486763477325
EPIC_212138517,0,0.257189,0.19655129313468933
EPIC_212138541,1,0.22750136,0.19822153449058533
EPIC_212138567,0,0.25131673,0.22499892115592957
EPIC_212138646,1,0.23938955,0.21497733891010284
EPIC_212138657,0,0.24679337,0.2193426787853241
EPIC_212138683,0,0.2724908,0.22881844639778137
EPIC_212138704,0,0.22849347,0.2019329071044922
EPIC_212138705,1,0.22320683,0.19202367961406708
EPIC_212138828,0,0.23042727,0.20729665458202362
EPIC_212138834,0,0.2526463,0.22189298272132874
EPIC_212138852,1,0.27360994,0.23983922600746155
EPIC_212138907,0,0.21032317,0.1816449612379074
EPIC_212138965,0,0.27740228,0.2045709788799286
EPIC_212138991,1,0.2461836,0.21144890785217285
EPIC_212139006,0,0.20925719,0.1914723664522171
EPIC_212139014,1,0.22962552,0.20672361552715302
EPIC_212139032,0,0.29420733,0.2107171267271042
EPIC_212139063,0,0.2749355,0.239446759223938
EPIC_212139103,0,0.20519488,0.1727122962474823
EPIC_212139129,0,0.21230493,0.14242534339427948
EPIC_212139202,1,0.21595298,0.1799686849117279
EPIC_212139242,0,0.26418856,0.23340268433094025
EPIC_212139278,0,0.22241426,0.20046815276145935
EPIC_212139312,0,0.21917637,0.18986281752586365
EPIC_212139329,1,0.21870467,0.1948740929365158
EPIC_212139347,0,0.2443116,0.20223088562488556
EPIC_212139397,0,0.30239153,0.2392326295375824
EPIC_212139443,0,0.2245732,0.1793217658996582
EPIC_212139454,0,0.24939719,0.2199973315000534
EPIC_212139485,1,0.21750663,0.19246836006641388
EPIC_212139488,0,0.27400383,0.18220867216587067
EPIC_212139506,0,0.25143933,0.222809836268425
EPIC_212139543,0,0.22513494,0.19024810194969177
EPIC_212139612,0,0.21542127,0.2053489238023758
EPIC_212139693,0,0.2594468,0.2380789816379547
EPIC_212139741,0,0.22702876,0.20426002144813538
